1	35992109	-
1	36080066	-
1	36084094	+
1	36088892	+
1	36095239	-
1	36136570	-
1	36155579	+
1	36191915	+
1	36224432	+
1	36241898	-
1	36306368	+
1	36322030	-
n	o	none
1	36339624	-
1	36391238	-
1	36402721	-
1	36415827	-
1	36418450	-
1	36455718	-
1	36466043	-
1	36630335	+
1	36769812	+
1	36795527	-
1	37161563	+
1	37203610	+
1	37154761	-
1	37264677	-
1	37330852	+
1	37350934	-
1	37474580	+
1	37480230	+
1	37489993	-
1	37500935	-
1	37534449	-
1	37544763	+
1	37556247	+
1	37556919	+
1	37566816	-
1	37611350	-
1	37681570	-
1	37692481	+
1	37713880	-
1	37737955	-
1	37776670	+
1	37782457	-
1	37793847	+
1	37802945	-
1	37806979	+
1	37809574	-
1	37840986	+
1	37860697	-
1	37884237	+
1	37885023	+
1	37953508	+
1	37956975	-
1	37991462	+
1	37996770	-
1	38009258	+
1	38043829	-
1	38047314	+
1	38080572	-
1	38089231	+
1	38209034	-
1	38383838	-
1	38396659	+
1	38474825	+
1	38708931	+
1	38838198	-
1	38859912	+
1	38862493	-
1	38874069	-
1	38885807	-
1	38926870	+
1	38950825	-
1	38958275	-
1	38991276	+
1	39026318	+
1	39081316	+
1	39120940	-
1	39154164	-
n	o	none
1	39249838	-
1	39304294	-
1	39491636	+
1	39514956	+
n	o	none
1	39522280	-
1	39560709	-
1	39567374	-
1	39565052	+
1	39623435	-
1	39633416	+
1	39651229	-
1	39678648	-
1	39692182	+
1	39718028	+
1	39723566	-
1	39757182	-
1	39769523	-
1	39788976	+
1	39795843	-
1	39838110	-
1	39881566	-
1	39895426	-
1	39897745	+
1	39944890	-
1	39955112	+
1	39962680	+
1	40040233	+
1	40072710	-
1	40132764	+
1	40161387	+
1	40177843	+
1	40245947	+
1	40256333	-
1	40258041	+
1	40262672	-
1	40300489	-
1	40333078	-
1	40344850	+
1	40364766	+
1	40450102	+
1	40464319	+
1	40473055	+
1	40477290	+
1	40493157	-
1	40508741	+
1	40514461	-
1	40515754	-
1	40531573	+
1	40563534	+
1	40593633	-
1	40620680	-
1	40669089	-
1	40690380	-
1	40691648	+
1	40754355	+
1	40757284	+
1	40783787	+
1	40804846	+
1	40861054	-
1	40863914	+
1	40938104	-
1	40942251	-
1	40979300	+
1	41014590	+
1	41015589	-
1	41027202	-
1	41098638	+
1	41242373	+
1	41264550	-
1	41361922	+
1	41375004	-
1	41466937	-
1	41478775	-
1	41506365	-
1	41535443	+
1	41542069	+
1	42040597	+
1	42140635	+
1	42153410	+
1	42162690	-
1	42176539	-
1	42335386	-
1	42380792	+
1	42412398	-
1	42430329	-
1	42456117	+
1	42463221	+
1	42491739	+
1	42500205	-
1	42569033	+
1	42570970	+
1	42658335	+
1	42678735	+
1	42682418	+
1	42733093	-
1	42746335	-
1	42767245	+
1	42775813	-
1	42784991	+
1	42807052	-
1	42817122	+
1	42832522	-
1	42846573	+
1	42886597	-
1	42891094	-
1	42903232	+
1	42925353	-
1	42952202	-
1	42959049	+
1	42959065	-
1	42991438	+
1	43023549	-
1	43104086	+
1	43145153	+
1	43164175	-
1	43172330	+
1	43196417	+
1	43269983	+
1	43281877	-
1	43300982	+
1	43337818	+
1	43354684	-
1	43358981	+
1	43363398	-
1	43383917	-
1	43385113	+
1	43389882	+
1	43447776	-
1	43453927	+
1	43525187	+
1	43650149	+
1	43685123	-
1	43705824	+
1	43709392	-
1	43716467	+
1	43743471	+
1	43838622	+
1	43850300	-
1	43933320	+
1	43937918	-
1	43946950	+
1	43970000	+
1	43974487	+
1	43978943	+
1	43991359	+
1	43991500	-
1	44030414	+
1	44087958	-
1	44103306	-
1	44117098	-
1	44118821	+
1	44122153	-
1	44137821	-
1	44150594	-
1	44153385	-
1	44155028	-
1	44172506	-
1	44187943	-
1	44213455	+
1	44221070	-
1	44243408	-
1	44390722	+
1	44405194	+
1	44545493	+
1	44635238	-
1	44674692	+
1	44721786	-
1	44731055	-
1	44739818	+
1	44759037	-
1	44775251	+
1	44776490	+
1	44777843	+
1	44780331	-
1	44783585	-
1	44800377	+
1	44805893	-
1	44808523	+
1	44819844	-
1	44843921	-
1	44850522	-
1	44932323	+
1	44958557	+
1	44988234	-
1	44988705	-
1	45002540	-
1	45010950	+
1	45016399	-
1	45069977	-
1	45303910	+
1	45326895	+
1	45329163	-
1	45340052	+
1	45343883	-
1	45415020	+
1	45493866	-
1	45500300	+
1	45510914	-
1	45530927	+
1	45550543	+
1	45580892	-
1	45581219	-
1	45583846	+
1	45592722	-
1	45605657	-
1	45620044	-
1	45627304	-
1	45645816	-
1	45651039	-
1	45688181	+
1	45694324	-
1	45694684	-
1	45781277	+
1	45786987	+
1	45846994	-
1	46040140	-
1	46046818	+
1	46104950	+
1	46134531	+
1	46175073	+
1	46175486	-
1	46188683	-
1	46203334	+
1	46246461	+
1	46261196	-
1	46303698	+
1	46340789	+
1	46370586	+
1	46394317	+
1	46432129	+
1	46446600	-
1	46489836	+
1	46532166	-
1	46538611	+
1	46545641	-
1	46557407	-
1	46607719	-
1	46632737	-
1	46665910	-
1	46668855	+
1	46674036	+
1	46674659	-
1	46742329	+
1	46757838	+
1	46843095	-
1	46891639	+
1	46929177	-
1	46967679	-
1	46994382	-
1	47000898	-
1	47002995	-
1	47023669	+
1	47067231	+
1	47074778	-
1	47096653	-
1	47137435	+
1	47164510	-
1	47179250	+
1	47183582	-
1	47216290	-
1	47225797	+
1	47250139	-
1	47333790	+
1	47380928	-
1	47416285	+
1	47432133	-
1	47438044	+
1	47483698	-
1	47497894	-
1	47550196	+
1	47688463	+
1	47760528	-
1	47818066	+
1	48050659	+
1	48078787	-
1	48089368	+
1	48096092	-
1	48102068	+
1	48172972	+
1	48222685	+
1	48227888	-
1	48262230	-
1	48295373	-
1	48325080	-
1	48344209	+
1	48435967	+
1	48447936	+
1	48497263	-
1	48532854	-
1	48727519	-
1	49025595	+
1	49257411	+
1	49374201	-
1	49691262	-
1	49841821	+
1	49994318	+
1	50017092	+
1	50024029	+
1	50114937	+
1	50174306	-
1	50206084	-
1	50326131	+
1	50398825	-
1	50405430	-
1	50417550	-
1	50437028	-
1	50461469	+
1	50582404	+
1	50780340	+
1	50846468	+
1	50960745	+
1	51059837	+
1	51060018	+
1	51102221	+
1	51107222	+
1	51157788	-
1	51195095	-
1	51236273	+
1	51250603	-
1	51264916	-
1	51287258	-
1	51329654	+
1	51354263	-
1	51372270	+
1	51382308	+
1	51461721	+
1	51518288	+
1	51538625	-
1	51561866	-
1	51577179	+
1	51707138	-
1	51709062	+
1	51724775	-
1	51789191	-
1	51793934	+
1	51801028	+
1	51836344	-
1	51859778	+
1	51907956	-
1	51973410	+
1	51980473	+
1	51995740	+
1	52020131	-
1	52032103	-
1	52033391	+
1	52050918	+
1	52056199	+
1	52142089	+
1	52150104	+
1	52160261	-
1	52162186	-
1	52179848	+
1	52189916	-
1	52252062	-
1	52253621	+
1	52345723	-
1	52353487	+
1	52368677	+
1	52372829	-
1	52404602	+
1	52408282	-
1	52554818	+
1	52573114	+
1	52602371	+
1	52633168	+
1	52684449	-
1	52709122	+
1	52714399	+
1	52726453	+
1	52754322	+
1	52772194	-
1	52805108	-
1	52842511	+
1	52881216	-
1	52895910	-
1	52920422	+
1	52925249	-
1	52927276	+
1	52928674	+
1	52934930	+
1	52940314	+
1	52943536	-
1	52993201	-
1	52994726	+
1	53062052	+
1	53087179	-
1	53114576	+
1	53180921	+
1	53196792	+
1	53209783	-
1	53214099	-
1	53220663	+
1	53226900	-
1	53238550	+
1	53242364	-
1	53267935	+
1	53288024	+
n	o	none
1	53304536	+
1	53328233	+
1	53348488	-
1	53366656	-
1	53413149	-
1	53459399	+
1	53506237	-
1	53688749	-
1	53765478	-
1	53771018	-
1	53841547	+
1	53851719	-
1	53891239	+
1	53916574	-
1	53946085	+
1	53974969	-
1	54007298	-
1	54026681	-
1	54033126	-
1	54053584	+
1	54054079	+
1	54089856	+
1	54132687	-
1	54137746	+
1	54169651	-
1	54184041	+
1	54225433	-
1	54236440	+
1	54285404	+
1	54416256	+
1	54516412	-
1	54524824	+
1	54536796	+
1	54542257	+
1	54609181	-
1	54621477	-
1	54641754	+
1	54715861	+
1	54756898	-
1	54779712	-
1	54792885	+
1	54806063	+
1	54849627	-
1	54886812	+
1	54887563	+
1	54980628	+
1	54998933	+
1	55039447	+
1	55066359	-
1	55217645	+
1	55222379	+
1	55225641	+
1	55367466	+
1	55372710	-
1	55376526	-
1	55398514	+
1	55484871	-
1	55329288	+
1	55915603	-
1	55938714	-
1	55868254	+
1	56145721	+
1	56207567	-
1	56154545	-
1	56414918	+
1	56494761	-
1	56538452	+
1	56585612	-
1	56619409	-
1	56645314	+
1	56718789	-
1	56823679	-
1	56854768	+
1	56929207	-
1	56963886	+
1	56994778	-
1	57386576	+
1	57605847	-
1	57860532	+
1	58047889	-
1	58056133	-
1	58060139	+
1	58084419	+
1	58228682	-
1	58415384	-
1	58552913	-
1	58565631	-
1	58575433	-
1	58630841	-
1	58643440	-
1	58715609	+
1	58776845	-
1	58784384	+
1	58812808	-
1	58838448	-
1	58882868	-
1	58933643	+
1	58999676	+
1	59054397	-
1	59055999	-
1	59131932	-
1	59289303	-
1	59296638	+
1	59733227	-
1	59754747	-
1	59814786	+
1	59893308	-
1	59974757	-
1	59987269	-
1	60097415	+
1	60114875	+
1	60515716	-
1	60659631	-
1	60865259	+
1	60912675	-
n	o	none
1	61248945	-
1	61654194	+
1	61681046	-
1	61741998	-
1	61742477	+
1	61816419	+
1	61852499	+
1	62038842	+
1	62072448	+
1	62078786	+
1	62189131	+
1	62190522	+
1	62194849	+
1	62208136	-
1	62236165	-
1	62298149	-
1	62436297	+
1	62454298	-
1	62530636	+
1	62597520	+
1	62607766	+
1	62641122	-
1	62688482	+
1	62784132	+
1	62896009	+
1	62905180	+
1	62975751	-
1	63024207	+
1	63078081	-
1	63139250	+
1	63159083	-
1	63186336	-
1	63249920	+
1	63262113	+
1	63320878	-
1	63322567	+
1	63326925	-
1	63338263	+
1	63359823	-
1	63367575	+
1	63440770	-
1	63523372	+
1	63529613	-
1	63536711	-
1	63547082	+
1	63593411	+
1	63655743	+
1	63774017	+
1	63788721	-
1	63843196	-
1	64028894	-
1	64066640	-
1	64094379	-
1	64203623	+
1	64384398	-
1	64470129	+
1	64579847	+
1	64745075	+
1	64833223	-
1	64918443	+
1	64941979	+
1	64972225	-
1	64984608	-
1	65003470	-
1	65022968	-
1	65057755	-
1	65058434	-
n	o	none
1	65077413	-
1	65092392	-
1	65147549	+
1	65154480	+
1	65248219	+
1	65279456	-
1	65298755	-
1	65415816	+
1	65420587	+
1	65486406	+
1	65420652	+
1	65576129	-
1	65761058	-
1	65792514	+
1	66042500	-
1	66094461	-
1	66533267	+
1	66628440	+
1	66665864	-
1	66752459	+
1	66797740	-
1	66812885	-
1	66826942	+
1	66924895	+
1	66999350	-
1	67092165	-
1	67102645	-
